,id,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,runtime,original_language,year
485,554241,Playing with Fire,Playing with Fire,2019-11-08,29900000,69412425,3.1943,6.583,764,96,en,2019
486,501907,A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,2019-09-07,25000000,67900000,3.4784,7.0,1772,109,en,2019
487,585268,War,War,2019-10-02,24140000,67179155,2.3857,6.771,386,152,hi,2019
488,575222,Doraemon: Nobita's Chronicle of the Moon Exploration,映画ドラえもん のび太の月面探査記,2019-03-01,0,65406606,3.2431,7.3,76,111,ja,2019
489,512196,Happy Death Day 2U,Happy Death Day 2U,2019-02-13,9000000,64600152,4.8563,6.321,3691,100,en,2019
490,573699,White Snake,白蛇：缘起,2019-01-11,11936735,62098770,3.2623,7.703,560,99,zh,2019
491,525661,Bombshell,Bombshell,2019-12-13,32000000,61404394,4.4219,6.8,3232,109,en,2019
492,581387,Ashfall,백두산,2019-12-19,17700000,61321941,4.5992,6.845,634,128,ko,2019
493,502416,Ma,Ma,2019-05-29,5000000,61220856,4.8267,5.817,2463,99,en,2019
494,567609,Ready or Not,Ready or Not,2019-08-21,6000000,57615777,19.1098,7.093,5690,96,en,2019
495,574894,The Big Shot,“大”人物,2019-01-10,0,56343000,1.2437,6.105,38,107,zh,2019
496,577328,Kabir Singh,कबीर सिंह,2019-06-20,8751000,55478164,1.1361,6.358,186,172,hi,2019
497,456740,Hellboy,Hellboy,2019-04-10,50000000,55065289,6.9615,5.577,3750,121,en,2019
498,454292,Saaho,సాహో,2019-08-29,51000000,55000000,2.3923,5.7,114,171,te,2019
499,586863,Les Misérables,Les Misérables,2019-11-14,2500000,54606372,5.6824,7.568,1617,104,fr,2019
500,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,劇場版「鬼滅の刃」無限列車編,2020-10-16,15700000,523542183,13.6665,8.223,4596,117,ja,2020
501,508935,The Eight Hundred,八佰,2020-08-14,80000000,461421559,5.9578,7.048,343,147,zh,2020
502,715904,"Metallica: WorldWired Tour - Live in Manchester, England - June 18, 2019","Metallica: WorldWired Tour - Live in Manchester, England - June 18, 2019",2020-06-08,0,426900000,0.2031,10.0,1,150,en,2020
503,38700,Bad Boys for Life,Bad Boys for Life,2020-01-15,90000000,426505244,8.8994,7.1,8807,124,en,2020
504,577922,Tenet,Tenet,2020-08-22,205000000,365304105,22.5433,7.175,11281,150,en,2020
505,454626,Sonic the Hedgehog,Sonic the Hedgehog,2020-02-12,85000000,319715683,13.339,7.279,10467,99,en,2020
506,448119,Dolittle,Dolittle,2020-01-02,175000000,251410631,6.5903,6.576,3918,101,en,2020
507,1198553,Nidja's Kitchen 2,Nidža kičen 2,2020-10-13,50000,250000000,0.3611,0.0,0,4,sr,2020
508,635389,Jiang Ziya,姜子牙,2020-10-01,0,240656068,2.9781,7.298,223,105,zh,2020
509,559974,Shock Wave 2,拆彈專家2,2020-12-24,40000000,226400000,1.7423,7.1,177,120,cn,2020
510,716815,A Little Red Flower,送你一朵小红花,2020-12-31,0,216000000,0.6798,6.511,46,128,zh,2020
511,529203,The Croods: A New Age,The Croods: A New Age,2020-11-25,65000000,215905815,8.8784,7.439,4182,95,en,2020
512,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,75000000,205537933,9.7915,6.869,10889,109,en,2020
513,464052,Wonder Woman 1984,Wonder Woman 1984,2020-12-16,200000000,169601036,8.8191,6.364,9138,151,en,2020
514,748685,The Sacrifice,金刚川,2020-10-23,0,161047608,1.3216,5.75,56,122,zh,2020
515,570670,The Invisible Man,The Invisible Man,2020-02-26,7000000,144492724,8.5782,7.091,6355,124,en,2020
516,508439,Onward,Onward,2020-02-29,200000000,141888276,7.97,7.6,6634,102,en,2020
517,508442,Soul,Soul,2020-12-25,150000000,121977511,18.5679,8.1,11558,101,en,2020
518,522627,The Gentlemen,The Gentlemen,2020-01-01,22000000,115171795,10.9971,7.7,6712,113,en,2020
519,481848,The Call of the Wild,The Call of the Wild,2020-02-19,109000000,111200000,5.7404,7.513,3972,100,en,2020
520,695297,Khobz Khabzteh,مسرحية خبز خبزتيه,2020-04-15,3000000,77000000,0.1993,6.0,2,150,ar,2020
521,337401,Mulan,Mulan,2020-09-04,200000000,69965374,8.4397,6.823,7097,115,en,2020
522,1029460,The Western,De Western,2020-02-21,55,69000000,0.2034,10.0,1,10,nl,2020
523,757860,The Yin-Yang Master: Dream of Eternity,晴雅集,2020-12-24,0,69000000,2.8912,7.255,215,132,zh,2020
524,524047,Greenland,Greenland,2020-07-29,34000000,52300000,14.3371,7.127,5429,120,en,2020
525,593402,Tolo Tolo,Tolo Tolo,2020-01-01,20000000,52186426,0.8744,6.099,1313,94,it,2020
526,604822,Vanguard,急先锋,2020-01-22,0,50866901,4.1229,6.36,616,107,zh,2020
527,539537,Fantasy Island,Fantasy Island,2020-02-12,7000000,49447308,3.9941,5.754,2654,109,en,2020
528,446893,Trolls World Tour,Trolls World Tour,2020-03-11,90000000,49276818,9.5959,7.234,2291,91,en,2020
529,340102,The New Mutants,The New Mutants,2020-04-02,67000000,49169594,12.6731,6.069,3756,94,en,2020
530,584850,Tanhaji: The Unsung Warrior,तानाजी: द अनसंग वॉरियर,2020-01-10,16440000,48375000,1.0507,6.408,87,135,hi,2020
531,613504,After We Collided,After We Collided,2020-09-02,14000000,47990414,13.3551,7.15,5481,105,en,2020
532,607313,Sarileru Neekevvaru,సరిలేరు నీకెవ్వరు,2020-01-10,11000000,46892742,1.0829,5.906,64,169,te,2020
533,425001,The War with Grandpa,The War with Grandpa,2020-08-27,18000000,43387445,4.5721,6.434,1071,98,en,2020
534,581392,Peninsula,반도,2020-07-15,17000000,42698327,12.1666,6.714,2614,116,ko,2020
535,458576,Monster Hunter,Monster Hunter,2020-12-03,60000000,42145959,4.9992,6.511,3607,103,en,2020
536,443791,Underwater,Underwater,2020-01-08,50000000,40882928,6.451,6.288,3532,95,en,2020
537,338762,Bloodshot,Bloodshot,2020-03-05,42000000,39861118,6.236,6.677,5295,110,en,2020
538,625568,Unhinged,Unhinged,2020-07-16,33000000,39238300,4.6963,6.427,2541,90,en,2020
539,657350,The Confidence Man JP – Episode of the Princess –,コンフィデンスマンJP プリンセス編,2020-07-23,0,35762324,0.91,6.577,26,124,ja,2020
540,581526,Deliver Us from Evil,다만 악에서 구하소서,2020-08-05,12000000,34662454,2.1882,6.869,236,108,ko,2020
541,682153,Doraemon: Nobita's New Dinosaur,映画ドラえもん のび太の新恐竜,2020-08-07,0,34218525,3.0481,7.3,58,111,ja,2020
543,628241,Ala Vaikunthapurramuloo,అల వైకుంఠపురములో,2020-01-12,11450000,34000000,1.5597,6.624,113,165,te,2020
544,514207,Invasion,Вторжение,2020-02-27,8819200,32104054,5.318,6.869,900,129,ru,2020
545,553604,Honest Thief,Honest Thief,2020-09-03,0,31220247,3.1103,6.467,1920,99,en,2020
546,531219,Roald Dahl's The Witches,Roald Dahl's The Witches,2020-10-26,0,29303571,7.1746,6.332,3008,104,en,2020
547,385103,Scoob!,Scoob!,2020-07-08,90000000,28600000,5.0867,6.991,1823,94,en,2020
548,589754,The Last Warrior: Root of Evil,Последний богатырь: Корень зла,2020-12-24,8400000,27658331,2.4532,6.699,206,120,ru,2020
549,526019,Like a Boss,Like a Boss,2020-01-09,29000000,26900000,2.2684,6.204,670,83,en,2020
550,522241,The Courier,The Courier,2020-01-24,0,26000000,4.0867,7.032,1359,112,en,2020
551,556678,Emma.,Emma.,2020-02-13,10000000,25200000,7.4133,7.006,1982,125,en,2020
552,542224,Gretel & Hansel,Gretel & Hansel,2020-01-30,5000000,22304357,3.2626,6.023,1592,87,en,2020
553,580175,Another Round,Druk,2020-09-24,5150000,21700000,7.1111,7.628,3826,117,da,2020
554,662708,Pokémon the Movie: Secrets of the Jungle,劇場版ポケットモンスター ココ,2020-12-25,0,21097921,2.365,7.2,203,101,ja,2020
555,600354,The Father,The Father,2020-12-23,6000000,21029340,8.0163,8.09,3697,97,en,2020
556,589049,The Photograph,The Photograph,2020-02-14,16000000,20690779,2.6494,6.311,219,106,en,2020
557,582014,Promising Young Woman,Promising Young Woman,2020-12-13,10000000,20379604,5.5654,7.382,3763,114,en,2020
558,533514,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,2020-09-18,0,20339624,7.9224,8.308,529,140,ja,2020
559,555974,Brahms: The Boy II,Brahms: The Boy II,2020-02-20,10000000,20311536,3.5437,5.873,1316,87,en,2020
560,390635,Fate/stay night: Heaven's Feel III. Spring Song,劇場版「Fate/stay night [Heaven’s Feel]」Ⅲ.spring song,2020-08-15,0,20150000,2.1864,7.7,204,120,ja,2020
561,492611,The Turning,The Turning,2020-01-23,14000000,19428166,2.4662,5.712,1037,94,en,2020
562,594669,Baaghi 3,बाघी ३,2020-03-06,7952450,18473570,1.4508,6.3,126,144,hi,2020
563,551804,Freaky,Freaky,2020-11-12,6000000,18073433,3.5392,6.551,1875,102,en,2020
564,634521,The Promised Neverland,約束のネバーランド,2020-12-18,0,17710977,1.212,7.246,69,119,ja,2020
565,571265,Digimon Adventure: Last Evolution Kizuna,デジモンアドベンチャー LAST EVOLUTION 絆,2020-02-21,0,17361009,2.5196,8.119,269,95,ja,2020
566,1494943,Super Vixens,Super Vixens,2020-06-16,100000,17000000,0.7417,5.0,1,90,en,2020
567,651881,Bye Bye Morons,Adieu les cons,2020-10-21,9700000,16955173,2.0814,7.177,958,87,fr,2020
568,585244,I Still Believe,I Still Believe,2020-03-12,12000000,16069730,3.0127,7.564,1244,115,en,2020
569,668742,Father There Is Only One 2,Padre no hay más que uno 2: la llegada de la suegra,2020-07-29,4000000,14871307,1.1513,7.5,574,96,es,2020
570,529485,The Way Back,The Way Back,2020-03-05,23000000,14590514,2.6473,6.629,1347,108,en,2020
571,614696,#Alive,#살아있다,2020-06-24,6300000,13416285,5.4022,7.209,2079,98,ko,2020
572,571384,Come Play,Come Play,2020-10-28,9000000,13182254,3.0973,6.421,755,97,en,2020
574,581032,News of the World,News of the World,2020-12-25,38000000,12700000,4.4992,6.9,1953,118,en,2020
575,644712,Street Dancer 3D,Street Dancer 3D,2020-01-24,9204790,12589965,1.0512,6.6,45,146,hi,2020
576,514847,The Hunt,The Hunt,2020-03-11,14000000,12400979,10.7222,6.651,3729,90,en,2020
577,606906,Steel Rain 2: Summit,강철비 2: 정상회담,2020-07-29,0,12329960,1.071,7.059,68,132,ko,2020
578,635199,Howling Village,犬鳴村,2020-02-07,0,12175665,1.9411,5.824,105,108,ja,2020
579,665358,Uriyadi,ഉറിയടി,2020-01-17,3997866,11327287,0.4293,6.0,2,136,ml,2020
580,661043,Malang,मलंग,2020-02-06,7907534,11136444,0.9163,7.0,65,135,hi,2020
581,661416,UFC 246: McGregor vs. Cowboy,UFC 246: McGregor vs. Cowboy,2020-01-18,0,11087629,0.2048,7.0,1,180,en,2020
582,613377,30 Days Max,30 Jours Max,2020-10-14,13000000,11020901,1.6598,5.539,408,87,fr,2020
583,731249,Crayon Shin-chan: Crash! Scribble Kingdom and Almost Four Heroes,クレヨンしんちゃん 激突！ラクガキングダムとほぼ四人の勇者,2020-09-11,0,11000000,1.8655,7.3,19,103,ja,2020
584,587562,Two by Two: Overboard!,Two by Two: Overboard!,2020-09-24,0,10885076,2.1964,7.577,181,85,en,2020
585,702525,Bigfoot Family,Bigfoot Family,2020-07-23,17520000,10855626,3.4831,7.107,238,97,en,2020
586,575089,One Second,一秒钟,2020-11-27,1250000,10791301,1.0526,7.313,126,104,zh,2020
587,566927,Impractical Jokers: The Movie,Impractical Jokers: The Movie,2020-02-21,3000000,10700000,1.9083,6.558,163,92,en,2020
588,605193,Honest Candidate,정직한 후보,2020-02-12,0,10468890,1.1975,6.3,35,104,ko,2020
589,653910,Nightlife,Nightlife,2020-02-13,0,10349294,1.1144,6.091,160,111,de,2020
590,592834,My Spy,My Spy,2020-01-09,18000000,10200000,5.3614,6.859,1403,99,en,2020
591,972402,Lost Generation,Elfelejtett Nemzedék,2020-11-12,0,10000000,0.2197,5.0,1,25,hu,2020
592,550738,Spycies,Spycies,2020-01-11,0,10000000,2.387,7.33,221,96,fr,2020
593,520946,100% Wolf,100% Wolf,2020-06-26,0,9750139,2.5572,6.13,341,96,en,2020
594,640344,Me Against You: Mr. S's Vendetta,Me contro Te: Il film - La vendetta del Signor S,2020-01-17,75000,9500000,0.9996,8.046,472,64,it,2020
595,430155,Coma,Кома,2020-01-01,2250000,9500000,3.5041,6.4,640,110,ru,2020
596,664413,365 Days,365 dni,2020-02-07,0,9458590,10.5942,6.992,9559,114,pl,2020
597,599335,OK! Madam,오케이 마담,2020-08-12,0,9341543,50.3877,7.1,56,100,ko,2020
598,605735,10 Days with Dad,10 jours sans maman,2020-02-19,0,9305412,0.8285,5.965,325,104,fr,2020
599,830704,Antarctica,Antarctica,2020-10-08,2000000,9013287,0.8317,6.3,3,45,en,2020
600,634649,Spider-Man: No Way Home,Spider-Man: No Way Home,2021-12-15,200000000,1921206586,146.2927,7.935,22338,148,en,2021
601,779029,The Battle at Lake Changjin,长津湖,2021-09-30,200000000,902540935,2.7148,6.304,153,178,zh,2021
602,758891,"Hi, Mom",你好，李焕英,2021-02-12,59000000,822049668,2.241,7.026,174,128,zh,2021
603,370172,No Time to Die,No Time to Die,2021-09-29,250000000,774153024,17.1683,7.34,7241,163,en,2021
604,385128,F9,F9,2021-05-19,200000000,726229501,8.1987,6.99,7775,143,en,2021
605,602666,Detective Chinatown 3,唐人街探案3,2021-02-12,117000000,686257563,2.9477,5.623,118,136,zh,2021
606,580489,Venom: Let There Be Carnage,Venom: Let There Be Carnage,2021-09-30,110000000,506863592,12.2244,6.74,11266,97,en,2021
607,399566,Godzilla vs. Kong,Godzilla vs. Kong,2021-03-24,200000000,470116094,15.9989,7.531,10714,114,en,2021
608,566525,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,2021-09-01,150000000,432243292,19.5956,7.492,10531,132,en,2021
609,438631,Dune,Dune,2021-09-15,165000000,410668500,34.848,7.783,15184,155,en,2021
610,438695,Sing 2,Sing 2,2021-12-01,85000000,408402685,15.2092,7.835,4838,110,en,2021
611,524434,Eternals,Eternals,2021-11-03,200000000,402064899,13.3346,6.766,9255,156,en,2021
612,497698,Black Widow,Black Widow,2021-07-07,200000000,379751131,20.5498,7.161,11377,134,en,2021
613,550988,Free Guy,Free Guy,2021-08-11,110000000,331526598,14.4241,7.446,9968,115,en,2021
614,520763,A Quiet Place Part II,A Quiet Place Part II,2021-05-21,55000000,297372261,11.4526,7.431,7503,97,en,2021
615,591273,Fear Street: 1994,Fear Street: 1994,2021-06-28,10000000,284000000,5.0245,6.7,2698,108,en,2021
616,568124,Encanto,Encanto,2021-10-13,150000000,261292688,14.8421,7.566,10290,102,en,2021
617,337404,Cruella,Cruella,2021-05-26,200000000,233503234,17.1485,7.972,10173,134,en,2021
618,451048,Jungle Cruise,Jungle Cruise,2021-07-28,200000000,220889446,6.8806,7.282,6230,127,en,2021
619,423108,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,2021-05-25,39000000,206444123,13.6875,7.345,6621,111,en,2021
620,513692,Raging Fire,怒火,2021-07-28,0,205000000,4.069,7.092,303,125,cn,2021
621,425909,Ghostbusters: Afterlife,Ghostbusters: Afterlife,2021-11-18,75000000,204445747,9.7168,7.316,5227,124,en,2021
622,810693,Jujutsu Kaisen 0,劇場版 呪術廻戦 0,2021-12-24,0,195870885,8.8603,8.103,1795,105,ja,2021
623,503736,Army of the Dead,Army of the Dead,2021-05-14,90000000,190700000,7.3366,6.193,4469,148,en,2021
624,848880,Chinese Doctors,中国医生,2021-07-09,0,176619381,0.7347,5.8,21,129,zh,2021
625,639557,Cliff Walkers,悬崖之上,2021-04-30,0,172919448,3.283,6.688,119,120,zh,2021
626,436969,The Suicide Squad,The Suicide Squad,2021-07-28,185000000,168717425,17.0995,7.456,9714,132,en,2021
627,379686,Space Jam: A New Legacy,Space Jam: A New Legacy,2021-07-08,150000000,163692228,7.5307,6.638,4251,115,en,2021
628,624860,The Matrix Resurrections,The Matrix Resurrections,2021-12-16,190000000,156497322,11.4484,6.327,6575,148,en,2021
629,644495,House of Gucci,House of Gucci,2021-11-24,75000000,153235995,5.3686,6.562,3475,158,en,2021
630,522478,Peter Rabbit 2: The Runaway,Peter Rabbit 2: The Runaway,2021-03-25,45000000,153000000,6.4303,7.041,904,93,en,2021
631,611698,A Writer's Odyssey,刺杀小说家,2021-02-12,0,150123320,9.8732,7.061,369,130,zh,2021
632,459151,The Boss Baby: Family Business,The Boss Baby: Family Business,2021-07-01,82000000,146745280,9.7594,7.328,2706,107,en,2021
633,675445,PAW Patrol: The Movie,PAW Patrol: The Movie,2021-08-09,26000000,144327371,10.5876,7.324,1278,86,en,2021
634,587807,Tom & Jerry,Tom & Jerry,2021-02-10,50000000,136536687,22.1698,6.727,2591,101,en,2021
635,610253,Halloween Kills,Halloween Kills,2021-10-14,20000000,133423964,4.9907,6.403,2943,105,en,2021
636,895435,Be Somebody,扬名立万,2021-11-11,40000000,132326332,1.1888,7.414,58,123,zh,2021
637,527774,Raya and the Last Dragon,Raya and the Last Dragon,2021-03-03,100000000,130423032,12.2432,7.799,7354,107,en,2021
638,476669,The King's Man,The King's Man,2021-12-22,100000000,125897478,9.0739,6.711,5116,131,en,2021
639,639721,The Addams Family 2,The Addams Family 2,2021-10-01,0,119815153,4.9089,6.928,1418,93,en,2021
640,585245,Clifford the Big Red Dog,Clifford the Big Red Dog,2021-11-10,64000000,116586376,5.3093,7.153,1844,96,en,2021
641,723640,My Love,你的婚礼,2021-04-30,0,114000000,3.0787,7.4,31,115,zh,2021
642,729720,The Last Mercenary,Le Dernier Mercenaire,2021-07-30,0,104750555,2.0804,6.357,668,110,fr,2021
643,637649,Wrath of Man,Wrath of Man,2021-04-22,40000000,103966489,20.1912,7.574,6190,119,en,2021
644,796039,Boonie Bears: The Wild Life,熊出没·狂野大陆,2021-02-12,0,97225611,2.0899,6.6,7,99,zh,2021
645,662638,Detective Conan: The Scarlet Bullet,名探偵コナン 緋色の弾丸,2021-04-16,0,95371578,4.3632,6.458,108,110,ja,2021
646,283566,Evangelion: 3.0+1.0 Thrice Upon a Time,シン・エヴァンゲリオン劇場版:||,2021-03-08,29700000,93882453,6.0685,8.2,967,155,ja,2021
647,631843,Old,Old,2021-07-21,18000000,90146510,7.4794,6.322,4950,108,en,2021
648,795607,Green Snake,白蛇2：青蛇劫起,2021-07-23,0,87212911,4.6854,8.058,380,132,zh,2021
649,460465,Mortal Kombat,Mortal Kombat,2021-04-07,20000000,84426031,18.3413,7.049,6911,110,en,2021
650,565028,Candyman,Candyman,2021-08-25,25000000,77411570,4.9329,5.995,1799,91,en,2021
651,602223,The Forever Purge,The Forever Purge,2021-06-30,18000000,76994245,5.8273,6.9,2706,103,en,2021
652,511809,West Side Story,West Side Story,2021-12-08,100000000,76016171,5.5099,6.912,1809,156,en,2021
653,522931,Hitman's Wife's Bodyguard,Hitman's Wife's Bodyguard,2021-06-14,70000000,70060492,6.9681,6.634,2634,117,en,2021
654,663558,New Gods: Nezha Reborn,新神榜：哪吒重生,2021-02-06,0,70000000,5.1285,8.1,521,117,zh,2021
655,585216,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,2021-07-01,15000000,65774490,4.9374,6.508,2312,88,en,2021
656,776305,Belle,竜とそばかすの姫,2021-07-16,0,63501160,3.9748,7.6,900,121,ja,2021
657,482321,Ron's Gone Wrong,Ron's Gone Wrong,2021-10-14,57000000,60692022,11.3413,7.861,2036,107,en,2021
658,862855,Cloudy Mountain,峰爆,2021-09-11,0,58340541,1.8198,7.141,262,114,zh,2021
659,615457,Nobody,Nobody,2021-03-18,16000000,57512470,14.3512,7.872,8501,91,en,2021
660,814785,G Storm,G 風暴,2021-12-31,0,55540000,1.2961,5.2,25,93,cn,2021
661,482373,Don't Breathe 2,Don't Breathe 2,2021-08-12,15000000,53785551,4.0181,6.982,2867,98,en,2021
662,811592,One Shot,One Shot,2021-11-05,0,53600000,2.7771,6.698,918,97,en,2021
663,508943,Luca,Luca,2021-06-17,200000000,51074773,12.3517,7.8,9019,95,en,2021
664,777270,Belfast,Belfast,2021-11-12,11000000,49158343,2.2828,7.0,1703,98,en,2021
665,768744,My Hero Academia: World Heroes' Mission,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,2021-08-06,0,46940541,4.6997,7.591,639,105,ja,2021
666,796499,Army of Thieves,Army of Thieves,2021-10-29,30000000,46900000,5.0656,6.8,2310,128,en,2021
667,542178,"The French Dispatch of the Liberty, Kansas Evening Sun","The French Dispatch of the Liberty, Kansas Evening Sun",2021-10-21,25000000,46333545,5.5527,7.011,3022,108,en,2021
668,690957,Pushpa: The Rise,పుష్పా - The Rise,2021-12-16,17200000,45800000,2.4046,6.7,194,179,te,2021
669,467909,In the Heights,In the Heights,2021-06-10,55000000,45175167,7.41,7.104,801,143,en,2021
670,637693,Spirit Untamed,Spirit Untamed,2021-05-20,30000000,42717215,3.7763,7.248,574,88,en,2021
671,460458,Resident Evil: Welcome to Raccoon City,Resident Evil: Welcome to Raccoon City,2021-11-24,25000000,41914915,10.6976,5.928,2738,107,en,2021
672,602734,Spiral: From the Book of Saw,Spiral: From the Book of Saw,2021-05-12,20000000,40618920,6.0963,5.893,2316,93,en,2021
673,597208,Nightmare Alley,Nightmare Alley,2021-12-02,60000000,39629195,5.4747,6.944,3421,151,en,2021
674,581734,Nomadland,Nomadland,2021-01-29,5000000,39458207,5.1722,7.161,3414,108,en,2021
675,614917,King Richard,King Richard,2021-11-18,50000000,39400000,4.5265,7.601,2889,144,en,2021
676,568620,Snake Eyes: G.I. Joe Origins,Snake Eyes: G.I. Joe Origins,2021-07-22,88000000,36964325,4.4323,6.434,1739,121,en,2021
677,902478,B for Busy,爱情神话,2021-12-24,0,36312461,1.7031,7.594,69,112,zh,2021
678,592508,Sooryavanshi,सूर्यवंशी,2021-11-05,13000000,35000000,1.6897,5.8,180,145,hi,2021
679,619778,Malignant,Malignant,2021-09-01,40000000,34891791,6.4182,6.76,2679,111,en,2021
680,602063,Rurouni Kenshin: The Final,るろうに剣心 最終章 The Final,2021-04-23,0,33457923,5.3764,7.681,554,138,ja,2021
681,718032,Licorice Pizza,Licorice Pizza,2021-11-26,40000000,33277069,4.6784,6.946,2704,133,en,2021
682,592863,Respect,Respect,2021-08-12,55000000,31217372,2.7983,6.776,475,145,en,2021
683,830938,Love Will Tear Us Apart,我要我们在一起,2021-05-20,0,30863720,2.5817,6.6,25,105,zh,2021
684,632357,The Unholy,The Unholy,2021-03-31,10000000,30832137,3.9673,6.5,2269,99,en,2021
685,617653,The Last Duel,The Last Duel,2021-10-13,100000000,30552111,6.381,7.4,3908,153,en,2021
686,602269,The Little Things,The Little Things,2021-01-28,30000000,29942746,9.7978,6.357,2865,128,en,2021
687,607844,Escape from Mogadishu,모가디슈,2021-07-28,0,29855981,2.8546,7.1,210,121,ko,2021
688,598014,The Last Warrior: Emissary of Darkness,Последний богатырь: Посланник тьмы,2021-12-23,7000000,29694624,1.598,6.9,65,108,ru,2021
689,714869,Serial (Bad) Weddings 3,Qu'est-ce qu'on a tous fait au Bon Dieu ?,2021-12-21,22000000,27832384,2.4324,6.292,428,97,fr,2021
690,839803,I Am What I Am,雄狮少年,2021-12-11,0,27620000,3.4807,7.319,80,104,zh,2021
691,673309,American Underdog,American Underdog,2021-12-25,25000000,26514814,2.9631,7.115,434,112,en,2021
692,412656,Chaos Walking,Chaos Walking,2021-02-24,125000000,26508132,7.6818,6.544,2634,109,en,2021
693,550205,Wish Dragon,Wish Dragon,2021-01-15,0,25860000,6.94,7.841,1520,99,en,2021
694,601337,83,83,2021-12-23,36786988,25452983,1.1303,7.3,68,160,hi,2021
695,716612,Spencer,Spencer,2021-11-04,18000000,25246967,2.8406,6.72,1831,116,en,2021
696,578701,Those Who Wish Me Dead,Those Who Wish Me Dead,2021-05-05,20000000,23384502,6.3708,6.601,1877,100,en,2021
697,766798,Parallel Mothers,Madres paralelas,2021-10-08,11000000,23099858,3.3737,6.796,1048,123,es,2021
698,634528,The Marksman,The Marksman,2021-01-15,23000000,23076711,4.4198,6.775,1760,108,en,2021
699,923526,99.9 Criminal Lawyer: The Movie,99.9-刑事専門弁護士-THE MOVIE,2021-12-30,0,23055069,0.9438,6.5,11,120,ja,2021
700,76600,Avatar: The Way of Water,Avatar: The Way of Water,2022-12-14,460000000,2334484620,33.9133,7.593,14400,192,en,2022
701,361743,Top Gun: Maverick,Top Gun: Maverick,2022-05-21,170000000,1488732821,36.8371,8.158,11242,131,en,2022
702,507086,Jurassic World Dominion,Jurassic World Dominion,2022-06-01,658800000,1004004592,15.5959,6.602,7161,147,en,2022
703,453395,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,2022-05-04,295400000,955775804,32.4369,7.231,10519,126,en,2022
704,438148,Minions: The Rise of Gru,Minions: The Rise of Gru,2022-06-29,85000000,940203765,18.6314,7.261,4062,87,en,2022
705,505642,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,2022-11-09,250000000,859102154,22.9042,7.004,7589,162,en,2022
706,414906,The Batman,The Batman,2022-03-01,185000000,772775278,31.7092,7.664,12198,177,en,2022
707,616037,Thor: Love and Thunder,Thor: Love and Thunder,2022-07-06,250000000,760928081,23.5257,6.368,8700,119,en,2022
708,928123,The Battle at Lake Changjin II: Water Gate Bridge,长津湖之水门桥,2022-02-01,200000000,626203271,2.2129,6.263,97,149,zh,2022
709,315162,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022-12-07,90000000,484700000,23.4789,8.212,9048,103,en,2022
710,801803,Moon Man,独行月球,2022-07-29,0,460300583,1.5498,6.799,112,122,zh,2022
711,338953,Fantastic Beasts: The Secrets of Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,200000000,407200000,16.7027,6.627,5158,142,en,2022
712,335787,Uncharted,Uncharted,2022-02-10,120000000,407141258,12.7676,6.882,7005,116,en,2022
713,675353,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022-03-30,110000000,405421518,11.7706,7.429,5933,123,en,2022
714,436270,Black Adam,Black Adam,2022-10-19,200000000,393452111,18.8432,6.787,7125,125,en,2022
715,923192,Too Cool to Kill,这个杀手不太冷静,2022-02-01,0,393014816,0.5595,6.346,52,109,zh,2022
716,916224,Suzume,すずめの戸締まり,2022-11-11,13000000,314992206,8.9356,7.89,1788,122,ja,2022
717,614934,Elvis,Elvis,2022-06-22,85000000,288670284,7.1256,7.455,3941,159,en,2022
718,783675,The First Slam Dunk,THE FIRST SLAM DUNK,2022-12-03,0,258000000,4.1227,7.775,547,125,ja,2022
719,945664,Lighting Up the Stars,人生大事,2022-06-24,8800000,253816909,2.5878,7.463,55,112,zh,2022
720,629542,The Bad Guys,The Bad Guys,2022-03-17,80000000,250162278,14.6321,7.513,2615,100,en,2022
721,718930,Bullet Train,Bullet Train,2022-08-03,90000000,239268602,14.46,7.4,7695,126,en,2022
722,1022145,Home Coming,万里归途,2022-09-30,0,236085820,1.4489,7.5,48,137,zh,2022
723,718789,Lightyear,Lightyear,2022-06-15,200000000,226425420,7.5632,6.867,3869,105,en,2022
724,882598,Smile,Smile,2022-09-23,17000000,217408513,9.5608,6.675,4146,115,en,2022
725,803266,Nice View,奇迹·笨小孩,2022-02-01,0,211018982,1.8753,6.449,49,106,zh,2022
726,539681,DC League of Super-Pets,DC League of Super-Pets,2022-07-27,90000000,203000000,8.1954,7.155,1751,105,en,2022
